,q5,q15,q50,q85,q95,mean
0,180.6,180.6,180.6,180.6,180.6,180.59999999998712
1,180.6,180.6,180.6,180.6,180.6,180.59999999998712
2,180.6,180.6,180.6,180.6,180.6,180.59999999998712
3,180.6,180.6,180.6,180.6,180.6,180.59999999998712
4,155.9,155.9,155.9,155.9,155.9,155.9000000000156
5,155.9,155.9,155.9,155.9,155.9,155.9000000000156
6,155.0,155.0,155.0,155.0,155.0,155.0
7,155.0,155.0,155.0,155.0,155.0,155.0
8,153.8,153.8,153.8,153.8,153.8,153.80000000001544
9,153.8,153.8,153.8,153.8,153.8,153.80000000001544
10,153.8,153.8,153.8,153.8,153.8,153.80000000001544
11,153.8,153.8,153.8,153.8,153.8,153.80000000001544
12,153.8,153.8,153.8,153.8,153.8,153.80000000001544
13,153.8,153.8,153.8,153.8,153.8,153.80000000001544
14,153.8,153.8,153.8,153.8,153.8,153.80000000001544
15,153.8,153.8,153.8,153.8,153.8,153.80000000001544
16,153.8,153.8,153.8,153.8,153.8,153.80000000001544
17,153.8,153.8,153.8,153.8,153.8,153.80000000001544
18,153.8,153.8,153.8,153.8,153.8,153.80000000001544
19,153.8,153.8,153.8,153.8,153.8,153.80000000001544
20,153.8,153.8,153.8,153.8,153.8,153.80000000001544
21,153.8,153.8,153.8,153.8,153.8,153.80000000001544
22,150.67,150.67,150.67,150.67,150.67,150.6700000000145
23,150.67,150.67,150.67,150.67,150.67,150.6700000000145
24,150.67,150.67,150.67,150.67,150.67,150.6700000000145
25,150.67,150.67,150.67,150.67,150.67,150.6700000000145
26,150.67,150.67,150.67,150.67,150.67,150.6700000000145
27,149.34,149.34,149.34,149.34,149.34,149.33999999999307
28,148.98,148.98,148.98,148.98,148.98,148.9799999999882
29,148.98,148.98,148.98,148.98,148.98,148.9799999999882
30,148.98,148.98,148.98,148.98,148.98,148.9799999999882
31,148.98,148.98,148.98,148.98,148.98,148.9799999999882
32,148.98,148.98,148.98,148.98,148.98,148.9799999999882
33,148.98,148.98,148.98,148.98,148.98,148.9799999999882
34,148.98,148.98,148.98,148.98,148.98,148.9799999999882
35,148.98,148.98,148.98,148.98,148.98,148.9799999999882
36,148.98,148.98,148.98,148.98,148.98,148.9799999999882
37,148.98,148.98,148.98,148.98,148.98,148.9799999999882
38,148.98,148.98,148.98,148.98,148.98,148.9799999999882
39,148.98,148.98,148.98,148.98,148.98,148.9799999999882
40,148.98,148.98,148.98,148.98,148.98,148.9799999999882
41,148.98,148.98,148.98,148.98,148.98,148.9799999999882
42,148.98,148.98,148.98,148.98,148.98,148.9799999999882
43,148.98,148.98,148.98,148.98,148.98,148.9799999999882
44,148.98,148.98,148.98,148.98,148.98,148.9799999999882
45,148.98,148.98,148.98,148.98,148.98,148.9799999999882
46,148.98,148.98,148.98,148.98,148.98,148.9799999999882
47,148.98,148.98,148.98,148.98,148.98,148.9799999999882
48,148.98,148.98,148.98,148.98,148.98,148.9799999999882
49,148.98,148.98,148.98,148.98,148.98,148.9799999999882
50,148.98,148.98,148.98,148.98,148.98,148.9799999999882
51,148.98,148.98,148.98,148.98,148.98,148.9799999999882
52,148.98,148.98,148.98,148.98,148.98,148.9799999999882
53,148.98,148.98,148.98,148.98,148.98,148.9799999999882
54,123.2185634554661,138.31092276614714,148.98,148.98,148.98,144.57243771265072
55,115.15899255251261,129.56717341597917,148.98,148.98,148.98,141.2305821722802
56,110.26687967604285,124.97646303332358,144.25666661789427,148.98,148.98,138.6287291006991
57,106.35877640105561,121.00568126035704,141.20758564132638,148.98,148.98,136.30561397119018
58,103.89323270272732,118.97122911437202,138.61711707611147,148.98,148.98,134.40686652723505
59,101.90027679657955,116.65249487117751,136.3602195790359,148.98,148.98,132.7226891825135
60,100.13227966367958,115.02207259207604,134.7266152868482,148.90805200489345,148.98,131.33756062767367
61,98.66690105465403,113.37032943646211,132.9347076251879,147.30267030278,148.98,129.91051536853928
62,96.91367248206456,112.21478768657947,131.5344047754224,145.99551035972286,148.98,128.6990364790053
63,95.5221148360259,111.41325587396845,130.44477927991545,144.78290076190734,148.98,127.69552180965373
