,q5,q15,q50,q85,q95,mean
0,3486.2,3486.2,3486.2,3486.2,3486.2,3486.1999999996065
1,3486.2,3486.2,3486.2,3486.2,3486.2,3486.1999999996065
2,3486.2,3486.2,3486.2,3486.2,3486.2,3486.1999999996065
3,3486.2,3486.2,3486.2,3486.2,3486.2,3486.1999999996065
4,3464.4,3464.4,3464.4,3464.4,3464.4,3464.399999999925
5,3464.4,3464.4,3464.4,3464.4,3464.4,3464.399999999925
6,3464.4,3464.4,3464.4,3464.4,3464.4,3464.399999999925
7,3451.6,3451.6,3451.6,3451.6,3451.6,3451.60000000007
8,3444.2,3444.2,3444.2,3444.2,3444.2,3444.1999999996106
9,3444.2,3444.2,3444.2,3444.2,3444.2,3444.1999999996106
10,3444.2,3444.2,3444.2,3444.2,3444.2,3444.1999999996106
11,3444.2,3444.2,3444.2,3444.2,3444.2,3444.1999999996106
12,3444.2,3444.2,3444.2,3444.2,3444.2,3444.1999999996106
13,3444.2,3444.2,3444.2,3444.2,3444.2,3444.1999999996106
14,3444.2,3444.2,3444.2,3444.2,3444.2,3444.1999999996106
15,3444.2,3444.2,3444.2,3444.2,3444.2,3444.1999999996106
16,3444.2,3444.2,3444.2,3444.2,3444.2,3444.1999999996106
17,3444.2,3444.2,3444.2,3444.2,3444.2,3444.1999999996106
18,3444.2,3444.2,3444.2,3444.2,3444.2,3444.1999999996106
19,3444.2,3444.2,3444.2,3444.2,3444.2,3444.1999999996106
20,3444.2,3444.2,3444.2,3444.2,3444.2,3444.1999999996106
21,3444.2,3444.2,3444.2,3444.2,3444.2,3444.1999999996106
22,3438.4,3438.4,3438.4,3438.4,3438.4,3438.3999999999355
23,3415.6,3415.6,3415.6,3415.6,3415.6,3415.6000000000554
24,3415.6,3415.6,3415.6,3415.6,3415.6,3415.6000000000554
25,3415.6,3415.6,3415.6,3415.6,3415.6,3415.6000000000554
26,3415.6,3415.6,3415.6,3415.6,3415.6,3415.6000000000554
27,3415.6,3415.6,3415.6,3415.6,3415.6,3415.6000000000554
28,3415.6,3415.6,3415.6,3415.6,3415.6,3415.6000000000554
29,3415.6,3415.6,3415.6,3415.6,3415.6,3415.6000000000554
30,3415.6,3415.6,3415.6,3415.6,3415.6,3415.6000000000554
31,3415.6,3415.6,3415.6,3415.6,3415.6,3415.6000000000554
32,3415.6,3415.6,3415.6,3415.6,3415.6,3415.6000000000554
33,3415.6,3415.6,3415.6,3415.6,3415.6,3415.6000000000554
34,3415.6,3415.6,3415.6,3415.6,3415.6,3415.6000000000554
35,3415.6,3415.6,3415.6,3415.6,3415.6,3415.6000000000554
36,3415.6,3415.6,3415.6,3415.6,3415.6,3415.6000000000554
37,3415.6,3415.6,3415.6,3415.6,3415.6,3415.6000000000554
38,3415.6,3415.6,3415.6,3415.6,3415.6,3415.6000000000554
39,3386.0,3386.0,3386.0,3386.0,3386.0,3386.0
40,3386.0,3386.0,3386.0,3386.0,3386.0,3386.0
41,3386.0,3386.0,3386.0,3386.0,3386.0,3386.0
42,3386.0,3386.0,3386.0,3386.0,3386.0,3386.0
43,3386.0,3386.0,3386.0,3386.0,3386.0,3386.0
44,3386.0,3386.0,3386.0,3386.0,3386.0,3386.0
45,3386.0,3386.0,3386.0,3386.0,3386.0,3386.0
46,3386.0,3386.0,3386.0,3386.0,3386.0,3386.0
47,3386.0,3386.0,3386.0,3386.0,3386.0,3386.0
48,3386.0,3386.0,3386.0,3386.0,3386.0,3386.0
49,3386.0,3386.0,3386.0,3386.0,3386.0,3386.0
50,3386.0,3386.0,3386.0,3386.0,3386.0,3386.0
51,3386.0,3386.0,3386.0,3386.0,3386.0,3386.0
52,3380.02,3380.02,3380.02,3380.02,3380.02,3380.0199999996494
53,3380.02,3380.02,3380.02,3380.02,3380.02,3380.0199999996494
54,3346.051653974442,3380.02,3380.02,3380.02,3380.02,3375.2142635561127
55,3322.007141064053,3366.939286319055,3380.02,3380.02,3380.02,3371.502922300604
56,3306.3628109963297,3351.3137782073554,3380.02,3380.02,3380.02,3367.896149968958
57,3294.1800109421188,3341.7003441507627,3380.02,3380.02,3380.02,3364.505636532173
58,3286.358477291659,3332.4594120313236,3380.02,3380.02,3380.02,3361.3333074089023
59,3279.8793616841713,3326.467513227089,3380.02,3380.02,3380.02,3358.737449675059
60,3271.8242411050505,3321.829325175184,3380.02,3380.02,3380.02,3355.897826277761
61,3270.6568277831516,3317.942280294166,3375.902541208312,3380.02,3380.02,3353.787752238553
62,3265.552383950722,3314.7040331445796,3372.0386714261736,3380.02,3380.02,3351.88464170847
63,3260.6063196842865,3309.274776742447,3368.7331337555443,3380.02,3380.02,3349.399002400505
